	ctrl1_Chap	ctrl1_noChap	ctrl2_Chap	ctrl2_noChap	ctrl3_Chap	ctrl3_noChap	pat1_Chap	pat1_noChap	pat2_Chap	pat2_noChap	pat3_Chap	pat3_noChap
ENSG00000147050	265	232	363	336	152	95	438	476	233	257	218	204
ENSG00000147121	87	68	132	84	85	43	116	99	90	91	120	119
ENSG00000251192	24	20	64	36	30	31	50	48	30	41	47	49
ENSG00000230844	35	45	28	25	10	13	44	43	15	20	30	23
ENSG00000147119	39	43	90	71	47	32	31	23	59	46	42	33
ENSG00000065923	74	51	204	154	117	46	84	50	74	55	49	49
ENSG00000102218	19	26	24	25	22	23	19	16	15	9	16	14
ENSG00000147123	90	128	155	104	101	78	127	114	110	119	168	103
ENSG00000182872	191	190	265	175	166	126	268	248	148	173	250	221
ENSG00000130985	1201	1000	1778	1215	1124	661	1771	1450	1167	999	1437	1195
ENSG00000102225	982	901	1513	1130	1031	729	1296	1297	1017	983	1276	1117
ENSG00000102226	808	706	942	629	597	353	973	798	562	533	883	827
ENSG00000147124	124	82	169	118	88	34	183	177	91	87	165	160
ENSG00000078061	651	626	813	620	669	414	722	786	459	502	737	690
ENSG00000008056	15	17	21	15	16	13	11	15	9	7	27	19
ENSG00000102265	7715	9289	19913	14840	2922	1864	9759	8540	15456	14059	18484	12283
ENSG00000126767	509	452	798	472	413	234	590	556	393	470	606	545
ENSG00000126756	345	330	555	379	426	288	409	404	314	366	593	520
ENSG00000267064	168	40	93	207	181	26	209	178	183	178	72	233
ENSG00000017483	25	23	136	85	261	203	162	161	68	71	121	84
ENSG00000068438	136	123	224	164	249	128	145	157	128	121	178	178
ENSG00000102312	37	44	80	39	81	36	38	47	47	46	64	53
ENSG00000147155	20	22	21	14	21	12	31	24	14	5	21	17
ENSG00000068354	11	15	28	23	17	21	15	14	13	9	16	11
ENSG00000204620	308	5	6	188	267	4	305	223	231	218	10	216
ENSG00000102317	689	798	1290	464	610	571	696	520	505	533	1374	632
ENSG00000101940	214	187	288	210	225	153	254	218	184	190	303	262
ENSG00000094631	100	114	149	116	116	111	161	161	85	71	109	135
ENSG00000126768	62	85	119	53	60	72	71	67	40	52	126	89
ENSG00000102103	100	98	97	74	75	34	110	101	113	93	107	125
ENSG00000102100	18	30	41	18	17	16	23	25	14	20	33	26
ENSG00000068308	144	134	198	128	135	85	160	160	98	97	167	150
ENSG00000068400	153	200	193	164	186	156	201	219	144	134	224	203
ENSG00000068323	197	227	342	170	153	111	185	205	161	183	289	193
ENSG00000243279	0	0	103	49	54	44	75	79	72	65	136	84
ENSG00000196998	61	45	70	73	70	30	105	66	81	59	90	60
ENSG00000068394	89	68	101	85	67	59	87	75	66	74	82	96
ENSG00000102007	260	201	405	255	591	379	281	195	223	156	226	162
ENSG00000101997	56	74	90	56	74	38	88	73	61	66	91	65
ENSG00000179222	937	1008	1221	813	963	647	1004	914	622	629	925	785
ENSG00000184205	49	71	94	76	32	33	114	143	83	66	126	95
ENSG00000126012	298	269	547	459	260	191	622	610	313	353	278	304
ENSG00000124313	36	22	43	37	18	18	35	35	16	23	36	26
ENSG00000072501	168	165	285	157	125	111	270	187	156	104	170	123
ENSG00000072506	128	145	173	79	84	65	86	78	93	101	192	121
ENSG00000086758	936	799	1086	808	696	417	1274	1050	717	744	1064	980
ENSG00000172943	55	50	48	39	46	22	80	54	27	43	59	50
ENSG00000158526	224	173	326	192	216	132	260	221	201	196	319	259
ENSG00000102302	369	326	430	320	263	178	444	430	300	274	457	356
ENSG00000130119	139	112	185	112	111	77	156	125	112	98	166	140
ENSG00000102316	2301	1933	2533	1705	2830	1729	2579	2127	1412	1446	2129	1916
ENSG00000067445	288	277	141	118	161	101	292	237	98	96	153	172
ENSG00000169188	132	103	174	123	155	82	150	114	154	156	218	140
ENSG00000182518	83	39	54	45	40	29	66	51	48	58	55	49
ENSG00000187601	223	257	254	223	146	90	259	262	246	229	312	300
ENSG00000247746	5	12	7	1	0	0	19	4	14	9	16	24
ENSG00000083750	181	194	214	184	106	119	203	227	137	188	226	221
ENSG00000102349	71	52	32	23	9	8	11	15	12	8	6	5
ENSG00000188021	574	555	676	505	489	366	670	645	449	408	642	567
ENSG00000204272	213	184	286	189	231	136	244	242	243	261	400	354
ENSG00000204271	15	48	48	28	23	15	62	41	43	26	48	39
ENSG00000186787	12	17	27	16	14	10	23	19	17	23	24	13
ENSG00000198455	113	127	146	117	102	92	137	183	85	97	148	129
ENSG00000198205	34	37	41	35	27	23	47	50	24	51	48	53
ENSG00000235437	15	18	19	9	18	17	15	10	7	6	14	8
ENSG00000131089	28	20	27	24	28	41	16	22	23	18	22	21
ENSG00000184675	133	125	84	101	93	48	140	169	47	60	70	95
ENSG00000126970	129	99	104	56	65	64	72	84	80	94	112	106
ENSG00000102053	41	29	38	17	24	18	52	35	19	24	42	40
ENSG00000001497	280	243	389	246	264	163	375	275	265	245	378	334
ENSG00000147065	5273	4213	6602	4475	7883	4889	5420	4762	2976	2799	5059	4461
ENSG00000089472	844	1054	538	397	565	442	977	1020	338	456	398	542
ENSG00000131080	225	206	324	283	126	89	275	306	278	318	394	394
ENSG00000169083	582	446	71	74	58	52	78	79	49	44	50	59
ENSG00000079482	68	69	85	65	146	98	95	91	78	67	87	74
ENSG00000181704	392	375	511	426	463	307	445	457	336	389	527	568
ENSG00000130052	80	50	35	13	18	8	26	22	15	10	3	3
ENSG00000090776	399	472	779	723	143	131	679	816	464	484	758	556
ENSG00000181191	338	313	533	355	298	170	450	390	253	303	454	361
ENSG00000158813	4	1	7	3	4	1	29	25	14	15	32	27
ENSG00000089289	600	627	700	463	398	303	529	537	653	627	750	689
ENSG00000220925	52	93	96	40	36	36	61	65	62	61	89	61
ENSG00000120509	281	214	401	284	300	209	323	274	247	229	394	298
ENSG00000090889	165	56	141	39	48	27	163	36	88	11	71	13
ENSG00000082458	173	190	140	141	116	82	180	208	146	196	235	225
ENSG00000147164	726	572	790	596	651	452	721	605	579	524	889	698
ENSG00000184481	182	228	193	143	134	82	194	212	120	138	176	181
ENSG00000184634	590	565	574	400	411	266	792	694	387	379	517	539
ENSG00000196338	19	13	8	6	2	3	12	26	13	13	28	13
ENSG00000147130	454	370	405	250	418	290	390	435	276	313	402	337
ENSG00000147140	2205	2413	2678	1554	1927	1756	2415	2045	1555	1511	2703	1891
ENSG00000147166	3	2	4	8	104	63	7	3	2	6	2	13
ENSG00000147133	370	311	385	324	298	151	518	449	311	291	386	337
ENSG00000147162	1793	2665	3429	2731	2066	1879	5781	5086	2368	2818	3793	3863
ENSG00000147174	7	13	17	18	20	10	37	30	29	31	37	32
ENSG00000204131	19	11	45	34	108	60	96	45	20	10	26	16
ENSG00000242732	160	228	244	231	120	101	289	331	260	201	320	213
ENSG00000102309	89	62	168	108	94	63	108	111	92	96	156	114
ENSG00000186871	56	21	40	8	15	7	50	8	37	7	38	6
ENSG00000198034	5097	5443	12350	8177	4509	3477	8916	8977	8390	9228	8518	6719
ENSG00000147099	37	42	51	30	40	17	30	35	31	38	53	42
ENSG00000067177	11	12	10	10	69	61	21	13	8	14	4	7
ENSG00000204116	173	125	153	116	72	62	162	130	112	102	129	135
ENSG00000270641	1	0	2774	2303	2	1	5046	4772	1489	1816	0	0
ENSG00000229807	2	4	4386	4086	1	1	9747	8416	2582	3105	4	2
ENSG00000225470	109	114	283	154	74	31	199	179	160	217	179	188
ENSG00000230590	33	56	52	37	35	31	56	60	24	28	24	55
ENSG00000271430	98	148	158	119	52	57	221	217	77	125	128	202
ENSG00000228492	45	60	46	52	21	26	103	119	30	39	46	85
ENSG00000271533	22	21	35	26	12	15	73	66	23	15	33	61
ENSG00000147100	898	733	678	480	387	209	436	353	146	169	162	186
ENSG00000131263	703	820	761	801	488	373	951	1167	468	554	678	668
ENSG00000131269	122	167	168	136	150	93	147	145	121	121	171	129
ENSG00000094841	89	88	141	95	79	70	79	114	66	99	114	115
ENSG00000102383	8	5	4	3	7	3	29	21	6	5	7	12
ENSG00000215105	53	27	102	81	59	35	102	100	77	61	109	124
ENSG00000102390	31	68	67	32	25	26	31	34	35	25	49	23
ENSG00000085224	151	166	159	113	158	88	204	203	102	92	129	121
ENSG00000102158	159	95	128	139	110	52	193	148	103	89	95	82
ENSG00000131174	82	53	95	77	73	47	62	79	87	77	98	80
ENSG00000165240	35	22	36	31	31	17	43	20	10	9	16	13
ENSG00000102144	1345	1178	3467	2242	3117	2095	1485	1827	862	1531	1259	1601
ENSG00000187325	26	27	17	9	5	0	17	11	11	11	21	11
ENSG00000165288	194	201	194	162	156	143	231	266	94	112	182	177
ENSG00000198157	27	39	45	20	8	11	35	44	32	28	44	37
ENSG00000131171	1336	1078	1489	1185	1767	1232	1116	1020	1025	1118	1376	1224
ENSG00000072133	26	28	31	18	24	11	19	20	15	27	16	21
ENSG00000165259	36	33	37	35	46	27	42	41	32	33	40	42
ENSG00000155008	49	21	44	38	60	25	40	32	27	19	59	39
ENSG00000184788	25	31	42	19	23	24	21	26	22	41	59	30
ENSG00000147180	16	35	8	5	40	47	78	73	17	19	16	14
ENSG00000188419	288	248	363	259	284	200	358	322	265	272	301	333
ENSG00000174740	23	36	33	24	15	24	43	29	34	31	49	43
ENSG00000186310	34	33	103	66	76	51	139	75	75	68	97	67
ENSG00000147202	195	185	332	281	225	140	238	214	181	213	258	260
ENSG00000165194	1	0	37	52	2	1	39	23	3	1	3	0
ENSG00000000003	236	229	372	279	183	131	307	284	208	234	232	257
ENSG00000102359	186	160	529	438	284	201	343	280	142	134	72	66
ENSG00000261295	14	3	17	24	15	6	24	23	7	3	9	7
ENSG00000102362	85	61	133	74	49	63	104	102	41	45	55	52
ENSG00000101811	109	99	133	81	101	80	157	95	111	74	161	102
ENSG00000188917	130	90	98	60	98	55	100	84	82	65	90	78
ENSG00000126950	49	33	11	15	10	4	19	14	29	9	7	1
ENSG00000102384	61	29	29	13	19	11	47	24	41	6	39	5
ENSG00000102385	8	4	28	10	25	19	30	17	6	5	1	1
ENSG00000102393	28	24	33	24	18	11	23	20	25	16	32	28
ENSG00000126947	17	15	17	8	7	6	17	13	16	16	29	15
ENSG00000198960	34	60	113	24	29	37	43	23	31	33	124	33
ENSG00000102401	51	54	65	50	61	37	59	61	48	62	61	59
ENSG00000228275	49	16	20	53	35	10	53	57	23	29	22	47
ENSG00000184867	58	64	110	72	41	33	82	60	65	61	116	72
ENSG00000166432	4	11	19	20	28	28	71	74	27	44	22	16
ENSG00000125962	74	62	86	56	77	42	110	94	78	86	102	114
ENSG00000271147	27	20	25	12	11	11	31	25	29	26	28	31
ENSG00000270050	28	16	6	11	21	5	30	16	15	21	13	21
ENSG00000198932	131	149	63	63	27	23	171	131	84	77	132	113
ENSG00000158301	146	109	136	136	82	50	180	172	115	113	154	139
ENSG00000198908	75	45	64	47	38	28	88	62	33	51	45	65
ENSG00000223546	12	12	17	20	6	6	22	37	14	18	22	15
ENSG00000133169	9	6	14	3	879	454	2	1	1	0	0	0
ENSG00000147206	2	0	0	0	21	17	0	0	0	0	1	0
ENSG00000102409	273	214	302	191	254	181	441	439	289	331	513	479
ENSG00000180964	555	486	664	411	485	298	613	540	537	592	782	704
ENSG00000182916	84	100	34	19	44	35	80	52	67	55	65	63
ENSG00000185222	1062	1273	1070	772	649	449	747	684	748	857	1056	1036
ENSG00000166681	1236	1178	1236	987	792	567	956	849	837	894	1002	1051
ENSG00000133142	862	763	924	713	999	826	713	643	634	645	856	763
ENSG00000196507	324	376	350	194	387	309	190	207	158	175	327	180
ENSG00000172465	206	180	170	138	229	145	168	139	135	135	152	178
ENSG00000123562	3395	3104	4410	3094	4524	2890	3142	2946	2726	2786	4008	3553
ENSG00000231154	46	3	3	29	39	5	44	37	33	53	6	62
ENSG00000123570	17	19	11	10	19	7	23	20	17	22	23	23
ENSG00000123575	22	9	19	23	20	8	11	17	6	6	8	14
ENSG00000123572	2	3	0	0	7	3	27	66	69	86	719	585
ENSG00000147231	3	3	6	8	1	0	32	14	14	13	26	16
ENSG00000133138	210	202	292	201	242	119	268	249	177	210	239	268
ENSG00000133131	434	440	454	357	364	208	472	487	317	354	449	448
ENSG00000089682	82	91	77	71	63	46	98	89	82	82	108	110
ENSG00000147224	594	581	1155	913	1042	680	415	418	488	500	885	844
ENSG00000157514	301	227	965	723	578	678	628	588	368	304	669	520
ENSG00000080561	117	113	96	77	52	33	68	82	74	64	106	92
ENSG00000101843	411	369	552	349	396	223	437	360	375	379	492	486
ENSG00000101844	76	55	98	93	76	55	74	86	61	76	115	97
ENSG00000197565	1	0	1	2	22	12	0	1	0	0	0	0
ENSG00000188153	300	330	107	131	746	526	87	115	27	52	8	21
ENSG00000101888	112	83	126	69	67	49	88	95	77	75	121	107
ENSG00000068366	1247	997	1345	941	1645	1010	1255	1059	793	831	1071	991
ENSG00000157600	155	131	107	97	145	91	164	168	90	99	126	139
ENSG00000101935	298	258	301	216	243	163	282	275	191	251	250	242
ENSG00000101938	307	461	29	14	3	4	36	39	133	108	33	31
ENSG00000101901	284	317	490	355	314	207	462	419	314	322	431	468
ENSG00000126016	126	106	112	96	6	9	227	187	65	89	127	109
ENSG00000123496	2	7	23	15	0	0	11	9	31	27	10	8
ENSG00000130224	41	39	10	20	2	3	15	13	8	7	12	14
ENSG00000102024	409	333	1639	905	989	929	524	543	929	952	2017	1727
ENSG00000003096	41	38	1	2	7	6	7	4	17	10	30	25
ENSG00000131725	264	243	314	198	220	150	226	190	210	227	320	278
ENSG00000147251	430	429	743	565	473	437	425	348	982	733	1646	1224
ENSG00000131724	1194	1173	1166	841	816	549	982	1257	668	1060	849	1331
ENSG00000101856	1990	2370	1817	1483	1067	657	1801	1856	1215	1262	1567	1404
ENSG00000077713	324	294	417	316	365	232	412	377	391	402	532	468
ENSG00000224281	272	59	98	213	214	52	298	190	247	194	88	193
ENSG00000005022	1246	1181	1450	1063	1060	924	1340	1031	1187	989	1619	1154
ENSG00000018610	178	164	184	148	82	70	203	182	151	153	139	139
ENSG00000077721	812	773	1113	777	800	503	993	856	778	732	1030	917
ENSG00000186416	137	122	130	93	117	80	176	140	128	135	186	158
ENSG00000125354	373	262	178	155	272	181	423	401	185	176	287	339
ENSG00000198918	233	25	36	226	180	22	245	236	188	234	38	279
ENSG00000125351	83	82	106	80	70	49	90	63	63	71	127	79
ENSG00000125352	128	117	174	138	157	76	113	114	135	180	159	153
ENSG00000125356	279	307	437	312	298	237	272	292	309	347	444	388
ENSG00000101882	172	172	211	137	169	103	177	132	165	154	206	176
ENSG00000005893	2047	2091	2719	2190	1761	1446	2546	2531	1746	1999	2342	2444
ENSG00000158290	2732	2726	2215	1608	1249	892	1777	2205	838	933	1027	1047
ENSG00000232119	216	185	337	179	176	135	230	197	181	180	283	221
ENSG00000171155	365	472	346	275	213	146	268	321	196	206	273	223
ENSG00000125675	721	801	883	648	419	198	689	781	111	116	129	148
ENSG00000125676	735	674	821	597	648	499	831	727	601	594	859	767
ENSG00000232149	37	42	80	39	51	42	48	34	33	45	74	56
ENSG00000101966	585	448	727	587	581	326	731	652	448	455	612	655
ENSG00000101972	1121	966	1110	780	704	489	1288	1305	757	760	1040	949
ENSG00000198354	0	0	0	0	4	6	5	5	20	15	29	15
ENSG00000102038	1131	1098	1330	888	1018	720	1298	1192	772	898	1063	1024
ENSG00000122126	485	454	574	403	603	403	571	423	374	399	536	446
ENSG00000171388	17	11	97	79	53	37	41	84	24	139	23	81
ENSG00000122121	37	30	121	131	3	6	345	434	326	670	743	1131
ENSG00000188706	522	566	888	671	584	396	829	888	623	732	920	940
ENSG00000156697	285	229	281	231	205	128	301	296	268	273	346	368
ENSG00000085185	172	157	187	150	158	96	171	172	190	208	246	254
ENSG00000102034	649	799	738	652	474	328	666	753	412	410	725	573
ENSG00000156709	262	224	280	216	215	146	244	212	228	250	358	349
ENSG00000134594	18	34	29	37	49	56	9	25	29	53	79	107
ENSG00000056277	80	38	64	35	27	20	83	52	34	45	56	70
ENSG00000102078	91	68	88	67	71	74	79	93	72	74	95	78
ENSG00000134597	165	154	163	142	120	90	208	173	174	173	233	221
ENSG00000165675	151	149	227	137	173	118	175	151	135	101	213	190
ENSG00000227183	0	0	90	21	18	31	13	6	16	19	0	0
ENSG00000134602	38	33	16	21	67	58	38	59	26	27	24	22
ENSG00000123728	458	416	599	435	345	256	546	512	297	368	384	382
ENSG00000232160	65	27	55	54	37	15	51	53	25	39	32	43
ENSG00000076770	136	112	32	9	7	4	92	75	44	40	22	19
ENSG00000076716	54	61	234	205	615	411	529	556	371	484	673	761
ENSG00000147257	205	284	3	0	16	23	29	45	7	13	27	58
ENSG00000156531	261	182	308	201	238	179	313	252	207	171	322	281
ENSG00000165704	233	192	349	206	200	145	289	215	208	184	314	224
ENSG00000223749	80	34	528	288	21	19	589	297	78	142	236	224
ENSG00000156504	231	259	298	220	163	141	351	310	198	213	299	258
ENSG00000156500	41	19	25	25	24	18	38	52	24	28	29	30
ENSG00000101928	177	156	242	161	117	93	150	136	148	177	162	193
ENSG00000184785	45	40	84	49	32	30	50	57	59	80	107	98
ENSG00000212747	266	267	292	193	338	212	277	262	189	226	308	295
ENSG00000134590	1325	1018	1903	1291	2119	1116	1543	1332	1446	1402	1811	1592
ENSG00000203950	334	284	454	336	427	292	358	352	304	365	538	429
ENSG00000165359	3	14	15	10	4	8	28	22	12	5	12	15
ENSG00000169446	18	22	26	19	14	8	11	8	11	5	20	13
ENSG00000198689	40	47	49	45	40	26	42	47	26	17	38	40
ENSG00000022267	6003	5139	3166	2368	2656	1557	5510	5954	3295	2312	7633	5574
ENSG00000129680	839	713	629	392	336	225	655	551	341	370	578	467
ENSG00000102241	612	577	727	539	507	326	829	622	534	447	807	591
ENSG00000129675	279	236	326	272	181	194	334	399	293	286	382	330
ENSG00000147274	1106	878	1033	763	651	460	1274	1006	856	771	1171	925
ENSG00000129682	25	27	50	41	1	1	33	35	17	16	91	55
ENSG00000101974	348	299	532	501	435	251	591	591	485	665	562	620
ENSG00000184258	18	33	42	28	21	28	52	49	23	19	25	29
ENSG00000102081	74	95	99	57	50	48	69	83	27	32	82	62
ENSG00000010404	34	66	47	22	29	46	42	29	3	4	19	1
ENSG00000155984	15	33	24	6	14	20	11	29	17	15	33	20
ENSG00000197021	10	29	27	14	17	21	30	21	17	14	26	17
ENSG00000013619	37	13	62	24	23	24	80	40	21	9	48	15
ENSG00000171100	27	32	50	26	21	24	24	37	27	38	50	30
ENSG00000063601	45	64	69	35	30	41	41	45	24	32	30	29
ENSG00000102181	175	163	284	154	120	102	205	173	145	133	207	170
ENSG00000029993	41	26	42	24	8	20	25	11	15	8	16	9
ENSG00000160131	371	335	519	309	307	233	457	431	326	295	522	507
ENSG00000102287	300	622	846	646	80	114	1110	1499	708	906	1588	1560
ENSG00000147400	51	131	150	49	48	79	50	58	63	57	131	63
ENSG00000147383	70	44	60	32	41	43	57	52	49	49	71	47
ENSG00000147394	33	25	9	6	81	35	9	7	4	4	3	1
ENSG00000182492	1271	1031	2868	2195	2668	1778	2417	2349	810	968	1513	1662
ENSG00000147382	14	20	38	14	18	11	17	18	8	23	29	12
ENSG00000130822	20	5	3	13	47	17	12	29	1	10	2	11
ENSG00000130821	174	212	212	160	167	164	148	189	60	79	108	153
ENSG00000185825	381	473	811	511	453	381	432	421	364	353	645	419
ENSG00000101986	39	40	32	39	47	28	38	45	31	24	41	33
ENSG00000198753	15	16	55	38	67	67	45	31	19	23	17	15
ENSG00000067829	186	183	254	203	221	170	249	207	178	192	240	217
ENSG00000180879	503	451	779	651	532	275	749	699	664	739	781	851
ENSG00000198910	534	521	23	28	180	89	30	16	8	3	0	0
ENSG00000102030	30	34	63	41	39	28	53	46	44	32	58	55
ENSG00000172534	142	116	139	115	130	65	199	185	83	81	97	102
ENSG00000184216	213	207	392	257	325	314	281	303	181	186	347	259
ENSG00000196924	16833	11449	20959	18100	36183	21455	17064	13882	6373	5696	10407	9811
ENSG00000102119	158	125	214	161	169	124	176	178	143	112	182	190
ENSG00000147403	786	982	1597	776	784	665	834	908	747	876	1541	1012
ENSG00000013563	46	42	42	34	40	42	43	30	31	20	26	18
ENSG00000102125	37	65	73	52	41	63	75	70	50	34	83	88
ENSG00000071553	217	243	358	237	252	229	302	278	189	165	332	277
ENSG00000203879	213	367	502	300	467	436	360	377	261	267	497	349
ENSG00000071859	387	404	682	533	550	470	549	520	455	437	635	608
ENSG00000130827	261	309	493	358	541	418	551	465	209	200	409	302
ENSG00000196976	12	10	36	13	6	15	18	11	4	7	37	13
ENSG00000102178	13	15	69	35	42	37	55	53	24	19	72	40
ENSG00000126903	3	16	27	8	5	8	4	7	1	3	15	2
ENSG00000071889	135	111	186	93	119	76	110	124	84	110	166	111
ENSG00000160211	457	504	478	281	342	204	323	302	597	528	765	602
ENSG00000073009	162	45	68	91	125	30	139	98	187	152	98	211
ENSG00000130826	157	188	244	131	117	103	199	211	125	118	216	143
ENSG00000130830	32	28	47	39	22	15	47	27	30	35	49	34
ENSG00000165775	61	60	76	76	70	47	74	79	81	50	90	88
ENSG00000185515	27	43	47	41	34	15	32	34	32	24	32	22
ENSG00000155959	72	59	107	54	80	60	92	72	56	53	123	72
ENSG00000155962	1	3	5	7	1	0	5	12	11	21	22	23
ENSG00000185973	17	10	12	14	21	8	11	13	17	7	14	12
ENSG00000129824	2586	2650	0	1	1694	1287	2	0	1	1	3765	3453
ENSG00000067646	264	265	0	0	186	118	0	1	0	0	269	267
ENSG00000099725	206	297	1	0	160	139	0	0	0	0	193	285
ENSG00000235649	10	29	206	72	0	0	72	81	27	22	12	8
ENSG00000233864	150	216	0	0	155	90	0	0	0	1	141	109
ENSG00000114374	579	626	0	0	390	209	0	0	0	0	477	540
ENSG00000067048	1551	2087	0	0	1094	880	0	0	0	0	1410	1332
ENSG00000183878	136	170	0	0	103	73	0	0	0	0	144	146
ENSG00000165246	299	324	0	0	179	127	0	0	0	0	196	239
ENSG00000176728	34	34	0	0	18	8	0	0	0	0	27	31
ENSG00000131002	157	228	0	0	188	144	0	0	0	0	350	367
ENSG00000012817	366	398	1	0	392	272	0	0	0	0	568	517
ENSG00000198692	117	123	1	0	199	104	0	0	0	0	208	188
ENSG00000210049	4	190	78	2	2	55	6	7	5	3	166	5
ENSG00000211459	1526	2525	2998	2527	2078	1529	3725	4210	2992	4250	5098	4113
ENSG00000210082	18071	27464	30518	31485	27622	18994	53124	52723	29700	39761	51259	48587
ENSG00000209082	21	68	67	20	21	16	82	109	25	20	86	35
ENSG00000198888	8495	14521	12443	13191	5009	4658	19645	21105	10611	13658	22134	18987
ENSG00000210100	9	7	14	14	6	3	26	23	10	12	7	14
ENSG00000210107	3	18	21	11	11	6	27	19	5	10	21	12
ENSG00000198763	5914	5437	5553	10315	5384	3631	12806	13833	7676	9272	10091	14595
ENSG00000210140	51	58	62	47	35	33	67	67	46	71	92	90
ENSG00000210144	211	419	476	237	144	211	400	371	270	346	767	368
ENSG00000198804	33462	46119	48947	48944	28367	21600	73593	67475	51710	62866	86086	82544
ENSG00000210151	0	0	3	11	0	0	23	36	15	19	12	29
ENSG00000198712	9503	15173	20034	17028	11848	11682	21104	21196	13543	15061	28414	20754
ENSG00000228253	574	3423	3758	1021	518	1567	1320	1530	940	1115	7260	1642
ENSG00000198899	6364	7039	9145	11493	3763	1922	15618	15082	10163	12460	17850	18479
ENSG00000198938	13447	18820	19461	19123	9546	7755	28819	27935	18237	21551	33135	30948
ENSG00000198840	2354	3579	3919	4294	1556	997	5064	6178	4379	5559	8721	7790
ENSG00000212907	1148	4005	5084	1962	1054	2423	2294	2671	1570	2187	8226	2843
ENSG00000198886	17615	19593	27082	35253	18550	12006	44532	43843	28659	36682	46482	53698
ENSG00000198786	12596	19386	17872	18711	10750	9457	25422	25812	16028	20492	32220	29318
ENSG00000198695	3343	8191	7439	5590	3203	3951	6525	7262	4903	6007	13192	8380
ENSG00000210194	133	160	76	63	17	25	212	178	119	172	129	182
ENSG00000198727	12571	17616	18578	22224	12989	12258	22763	22506	19736	23621	37458	37187
ENSG00000210195	115	59	34	105	68	7	299	334	177	163	74	194
ENSG00000210196	141	408	212	183	106	95	262	319	205	239	390	361
